"Rick Jones has been Hulk's best bud since day one, but now he's more than a friend...he's a teammate! Transformed by a Gamma energy explosion, A-Bomb's thick, armored skin is just as strong and powerful as it is blue. And when he curls into action, he uses it like a giant bowling ball of destruction! ",,,,,,,,,,,A-Bomb,,,,,,//i.annihil.us/u/prod/marvel/i/mg/3/20/5232158de5b16.jpg,
AIM is a terrorist organization bent on destroying the world.,,,,,,,,,,,A.I.M.,,"",Base of Operationssecret,,,//i.annihil.us/u/prod/marvel/i/mg/6/20/52602f21f29ec.jpg,
"Formerly known as Emil Blonsky, a spy of Soviet Yugoslavian origin working for the KGB, the Abomination gained his powers after receiving a dose of gamma radiation similar to that which transformed Bruce Banner into the incredible Hulk.",,,,,,,,,,,Abomination (Emil Blonsky),,,,,,//i.annihil.us/u/prod/marvel/i/mg/9/50/4ce18691cbf04.jpg,
"",,,,,,,,,,,Baron Strucker,,"Strucker's body hosts the Death Spore Virus, and he can transmit it by touch, killing victims almost instantly. The virus has enhanced Strucker's own physical abilities, allowing him to heal from most wounds. If Strucker is killed again, the virus will be released from his body, becoming airborne and threatening  life on Earth. Strucker is a master swordsman and marksman. His chief weapon is his mechanical right hand, the Satan Claw, which channels energy, increases his strength, and contains gattling guns, claws, knives, and teleportation technology.",Wolfgang von Strucker; Baron Strucker,,,//i.annihil.us/u/prod/marvel/i/mg/8/80/4c0041fb5a90d.jpg,
"",,,,,,,,,,,Doctor Strange,,"Doctor Strange is one of the most powerful sorcerers in existence. Like most sorcerers, he draws his power from three primary sources: the invocation of powerful mystic entities or objects, the manipulation of the universe's ambient magical energy, and his own psychic resources. Strange's magical repertoire includes energy projection and manipulation, matter transformation, animation of inanimate objects, teleportation, illusion-casting, mesmerism, thought projection, astral projection, dimensional travel, time travel and mental possession, to name a few. The full range of his abilities is unknown. Doctor Strange's powers are sometimes less effective against strictly science-based opponents, although he can overcome this limitation with effort.",Stephen Vincent Strange,,,//i.annihil.us/u/prod/marvel/i/mg/8/f0/53176bbb6dc50.jpg,
"",,,,,,,,,,,Gateway,,"Gateway is in tune with the spiritual force of his people that allows him to create teleportational ""gateways"" from one location to another. Gateway creates these warp tunnels, which can traverse both time and space, by whirling his bullroarer over his head. Gateway somehow causes a burning fire to appear before him when he creates one of his gateways, though the role that the fire and the bullroarer play in the creation and functioning of the gateways is unclear. The gateways can be used for both observation and transport. The exact limits of how much mass can be transported is yet to be revealed. There are no known limits to Gateway's teleportational range. He has, for example, transported the X-Men from Australia to the United States and back using his powers, as well as transporting them trans-dimensionally to another Earth. He also opened up gateways that observe past events, such as the one that allowed the feral X-Man Wolverine and the ninja named Elektra to learn the truth behind the powerful psionic being known as Onslaught.  Gateway also possesses psionic abilities that allow him to communicate with telepaths. Gateway apparently prefers this method of communication over the verbal method, having spoken out loud only twice during his association with the X-Men. It was this ability that allowed him to communicate with the X-Man Psylocke to ascertain where and when the X-Men wished to be telported, as well as knowing when they wished to return or what their exact location was at the time they wished to come back. Gateway also once spoke to the telepathic Generation X member named Chamber psionically, as well as regularly communicating psionically with the St. Croix twins.",Unrevealed,,,//i.annihil.us/u/prod/marvel/i/mg/5/f0/4c003ef236e72.jpg,
"",,,,,,,,,,,White Queen (Adrienne Frost),,"Emma Frost is a mutant who possesses various telepathic talents.  Emma can read minds and project her thoughts into the minds of others, project psionic force bolts which have no physical effects but which can affect a victim's mind so as to cause the victim pain or unconsciousness, and can also induce mental pain merely by touching the brow of her victim. Emma can telepathically ""sedate"" her victims so that, if already rendered unconscious, they remain so for as long as she continues to ""sedate"" them. It is unknown how effective her ""sedating"" ability is on victims who are awake. Furthermore, as a consequence of continued mutation, Emma can now transform her skin and hair into a diamond-hard form at will.  In this form, Emma is nigh indestructible except for one small flaw that, if exploited, can cause her to shatter.  Whilst in her diamond form, Emma's telepathic abilities are suppressed.",Emma Grace Frost,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Black Bolt,,"Black Bolt has the ability to unleash great destructive power through the use of his voice, but even the slightest whisper will release his power.  Therefore, for the most part, he remains silent.  This ""quasi-sonic"" scream is powered by electron energy that he draws in from the environment.  At maximum the force is equal to that caused by the detonation of a nuclear weapon.  Other possible manifestations of this harnessed electron energy include electron energy blasts, flight, enhanced strength (the ""Master Blow"" being a superhuman punch), ability to survive in space, and the ability to analyze and manipulate matter.  The fork-shaped antenna that Black Bolt has worn upon his brow since childhood enable him to channel his powers in more directed, less destructive ways.  Due to the fear of speaking while sleeping, Black Bolt practices a form of meditation, which may also help to enhance his abilities.",Blackagar Boltagon,,,//i.annihil.us/u/prod/marvel/i/mg/1/20/52696929dc721.jpg,
"",,,,,,,,,,,Iron Man (Ultimate),,"None; Tony's body had been enhanced by the modified techno-organic virus, Extremis, but it is currently inaccessible and inoperable.","Anthony Edward ""Tony"" Stark",,,//i.annihil.us/u/prod/marvel/i/mg/1/90/53176e7785d95.jpg,
"",,,,,,,,,,,Tony Stark,,"None; Tony's body had been enhanced by the modified techno-organic virus, Extremis, but it is currently inaccessible and inoperable.","Anthony Edward ""Tony"" Stark",,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,3-D Man,,"Through concentration, Hal could merge the images of his brother imprinted on his glasses and thus cause his brother Chuck to reappear as a three-dimensional man, clad in an altered version of his experimental flight suit and endowed with physical abilities roughly three times greater than those of an ordinary human. Hal would fall into a trance-like state when Chuck appeared, and Chuck could only exist in the three-dimensional world for three hours at a time, after which Hal had to revive. As the 3-D Man, Chandler possessed roughly three times the physical abilities and sensory acuity of an ordinary human in peak condition and is capable of slightly superhuman strength and speed. His stamina, durability, agility and reflexes are also estimated to be superhuman, namely roughly triple that of a human in peak physical condition. He could also sense Skrulls no matter what form they took.",Charles Chandler & Hal Chandler,,,//i.annihil.us/u/prod/marvel/i/mg/c/e0/535fecbbb9784.jpg,
"",,,,,,,,,,,Archangel,,"Archangel has fully feathered wings that span 16' and have a very flexible skeletal structure. He can fly by flapping his wings, and can reach speeds of up to 150 mph. Though he generally flies below the height of clouds at 6,500 feet, Archangel can reach a height of 10,000 feet with little effort. His wings are strong enough to carry aloft at least 200 pounds in addition to his own body weight. Archangel's entire anatomy is adapted for flight, having hollow bones; a body virtually devoid of fat, granting him enhanced proportionate muscle strength; eyes that can withstand high-speed winds; enhanced eyesight enabling him to see at distances far greater than the average human; and a special respiratory membrane that extracts oxygen from the air at extreme velocities and altitudes. Following his secondary mutation, Archangel can heal fatal injuries and cure most known diseases at an accelerated speed by mixing his blood with that of the victims, so long as they have a compatible blood type. After genetic alteration by Apocalypse, Archangel's wings became composed of a razor-sharp organic steel-like material, allowing him to use them as slashing weapons. He can also expel his feathers at great speed and with tremendous force, enabling them to pierce even steel. The feathers are tipped with a paralyzing chemical generated by his body (he is immune). He also briefly possessed the ability to convert his life-force into solid light to form a pair of energy wings.",Warren Kenneth Worthington III,,,//i.annihil.us/u/prod/marvel/i/mg/8/03/526165ed93180.jpg,
"",,,,,,,,,,,Warren Worthington III,,"Archangel has fully feathered wings that span 16' and have a very flexible skeletal structure. He can fly by flapping his wings, and can reach speeds of up to 150 mph. Though he generally flies below the height of clouds at 6,500 feet, Archangel can reach a height of 10,000 feet with little effort. His wings are strong enough to carry aloft at least 200 pounds in addition to his own body weight. Archangel's entire anatomy is adapted for flight, having hollow bones; a body virtually devoid of fat, granting him enhanced proportionate muscle strength; eyes that can withstand high-speed winds; enhanced eyesight enabling him to see at distances far greater than the average human; and a special respiratory membrane that extracts oxygen from the air at extreme velocities and altitudes. Following his secondary mutation, Archangel can heal fatal injuries and cure most known diseases at an accelerated speed by mixing his blood with that of the victims, so long as they have a compatible blood type. After genetic alteration by Apocalypse, Archangel's wings became composed of a razor-sharp organic steel-like material, allowing him to use them as slashing weapons. He can also expel his feathers at great speed and with tremendous force, enabling them to pierce even steel. The feathers are tipped with a paralyzing chemical generated by his body (he is immune). He also briefly possessed the ability to convert his life-force into solid light to form a pair of energy wings.",Warren Kenneth Worthington III,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Victor Von Doom,,"Doom can exchange minds with others. He possesses some mystical abilities, such as casting bolts of eldritch energy and invoking mystical entities (principalities) for additional support. While empowered by the Haazareth, his mystical powers were on a par with those of Dr. Strange.",Victor von Doom,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Apocalypse (Ultimate),,"Apocalypse's full extent of powers remain to be revealed, especially to the extent of which powers have since been augmented by alien technology. Apocalypse claims to have control of his body on the molecular level-- allowing him to shape change and elongate with virtually unlimited range, to increase density and allow his body to mimic metals and armors, to teleport, and to be virtually immune to the effects of age. Apocalypse can also increase his strength to levels surpassing that of the Hulk, grow to giant sizes, and gain the power of flight, sometimes through turning his arms into wings or jets. Apocalypse can also transform himself into a variety of human disguises. He has exhibited energy absorbing and projecting abilities in the past. Apocalypse has been termed an ""External,"" due to his mutant ability of immortality. Briefly, Apocalypse has shown potential to be a powerful psionic.  It has further been hinted that Apocalypse's body is ravaged by a techno-organic disease. Many of his regenerated bodies must use an exoskeleton body armor to prevent his energies from consuming him. Apocalypse can apparently merge/switch host bodies to continually revive his self-consuming body.",En Sabah Nur,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"",,,,,,,,,,,Beast (Earth-311),,"The Beast possesses superhuman strength, agility, endurance, and speed, despite his bulk. He possesses the agility of a great ape and the acrobatic prowess of an accomplished circus aerialist. His physiology is durable enough to allow him to survive a three story fall by landing on his feet without suffering any broken bones or sprains. The Beast's legs are powerful enough to enable him to leap approximately 15 feet high in a standing high jump, and around 25 feet in a standing broad jump. He can also run on all fours at approximately 40 miles per hour for short sprints. The Beast can crawl up brick walls by wedging his fingers and toes into the smallest cracks and applying a vice-like grip on them, as well as walk a tightrope with minimal effort. He is adept in performing complicated sequences of gymnastics such as flips, rolls, and springs, and can also walk on his hands for many hours. Further, his manual and pedial dexterity are so great that he can perform multiple tasks such as writing with both hands at once or tie knots in rope with his toes.  The Beast possesses enhanced senses, the ability to secrete pheromones to attract members of the opposite sex, as well as a slight healing factor that allows him to regenerate minor wounds and recover quickly from minor ailments such as colds. The Beast also possesses cat-like night vision as well as razor-sharp claws on his hands and feet.","Henry ""Hank"" P. McCoy",,,//i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035813dc4c.jpg,
"",,,,,,,,,,,Beast (Ultimate),,"The Beast possesses superhuman strength, agility, endurance, and speed, despite his bulk. He possesses the agility of a great ape and the acrobatic prowess of an accomplished circus aerialist. His physiology is durable enough to allow him to survive a three story fall by landing on his feet without suffering any broken bones or sprains. The Beast's legs are powerful enough to enable him to leap approximately 15 feet high in a standing high jump, and around 25 feet in a standing broad jump. He can also run on all fours at approximately 40 miles per hour for short sprints. The Beast can crawl up brick walls by wedging his fingers and toes into the smallest cracks and applying a vice-like grip on them, as well as walk a tightrope with minimal effort. He is adept in performing complicated sequences of gymnastics such as flips, rolls, and springs, and can also walk on his hands for many hours. Further, his manual and pedial dexterity are so great that he can perform multiple tasks such as writing with both hands at once or tie knots in rope with his toes.  The Beast possesses enhanced senses, the ability to secrete pheromones to attract members of the opposite sex, as well as a slight healing factor that allows him to regenerate minor wounds and recover quickly from minor ailments such as colds. The Beast also possesses cat-like night vision as well as razor-sharp claws on his hands and feet.","Henry ""Hank"" P. McCoy",,,//i.annihil.us/u/prod/marvel/i/mg/5/d0/53176a9be110c.jpg,
"",,,,,,,,,,,Charles Xavier,,"Professor X is a mutant who possesses vast psionic powers, making him arguably the world's most powerful telepath. He can read minds and project his own thoughts into the minds of others within a radius of approximately 250 miles. With extreme effort, he can greatly extend that radius. Professor X can also psionically manipulate the minds of others, for example to make himself seem invisible, and project illusions into them. He can also induce temporary mental and/or physical paralysis, loss of particular memories or even total amnesia. Within close range, Professor X can manipulate almost any number of minds for such simple feats. However, he can only take full possession of another being's mind one at a time, and he can only do so if he is within that being's physical presence. Furthermore, Professor X can project powerful mental bolts of psionic energy enabling him to stun the mind of another being into unconsciousness. These bolts only apply force upon other minds; they do not inflict physical damage. Professor X can also sense the presence of other superhuman mutants within a small radius of himself by perceiving the distinct mental radiations emitted by such beings. In order to detect the presence of mutants beyond this radius, he must amplify his powers. He often does this by using first Cerebro and subsequently Cerebra, devices which are sensitive to that portion of the electromagnetic spectrum that contains mental frequencies.  Professor X can project his astral form, the sheath of his life essence, onto abstract dimensions congruent to our own known as astral planes. There, he can use his powers to create ectoplasmic objects. He cannot engage in long-range astral projection on the earthly plane.",Charles Francis Xavier,,,//i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,
"When Zenn-La was threatened by the world-devouring entity known as Galactus, Norrin Radd stood up for his home planet and offered to work for Galactus, finding him new planets to eat, in exchange for saving his own. Years later, the Surfer has protected Earth and many other planets, becoming one of the greatest heroes in the universe.",,,,,,,,,,,Silver Surfer,,"The Silver Surfer wields ""the power cosmic"", absorbing and manipulating the universe's ambient cosmic energies. He can augment his strength to incalculable levels, and is almost totally indestructible. He can navigate space, hyperspace and dimensional barriers, and can fly at near-limitless speeds on his board, entering hyperspace when he exceeds light speed. He has even proven capable of time travel on occasion. The Surfer does not require food, drink, air or sleep, sustained entirely by converting matter into energy. He is immune to temperature extremes and most radiation, and can survive in vacuum environments such as outer space and hyperspace. He can analyze and manipulate matter and energy, and restructure or animate matter at will, even transmuting elements. He can heal living beings (though he cannot raise the dead), and has proven capable of revitalizing or evolving organic life on a planet wide scale. He can alter the size of himself or of other matter, cast illusions, fire energy blasts, form and manipulate energy constructs, manipulate gravity, absorb and discharge most forms of energy, and phase through solid matter. His senses enable him to detect objects and energies light years away, and to perceive matter and energy in subatomic detail; he can even see through time, and with concentration can achieve limited perception of past and future events in his general vicinity. The Surfer has demonstrated limited telepathic ability on occasion, and has proven able to influence human emotion and sensation.",Norrin Radd,,,//i.annihil.us/u/prod/marvel/i/mg/3/50/527bb6490a176.jpg,
"",,,,,,,,,,,Norrin Radd,,"The Silver Surfer wields ""the power cosmic"", absorbing and manipulating the universe's ambient cosmic energies. He can augment his strength to incalculable levels, and is almost totally indestructible. He can navigate space, hyperspace and dimensional barriers, and can fly at near-limitless speeds on his board, entering hyperspace when he exceeds light speed. He has even proven capable of time travel on occasion. The Surfer does not require food, drink, air or sleep, sustained entirely by converting matter into energy. He is immune to temperature extremes and most radiation, and can survive in vacuum environments such as outer space and hyperspace. He can analyze and manipulate matter and energy, and restructure or animate matter at will, even transmuting elements. He can heal living beings (though he cannot raise the dead), and has proven capable of revitalizing or evolving organic life on a planet wide scale. He can alter the size of himself or of other matter, cast illusions, fire energy blasts, form and manipulate energy constructs, manipulate gravity, absorb and discharge most forms of energy, and phase through solid matter. His senses enable him to detect objects and energies light years away, and to perceive matter and energy in subatomic detail; he can even see through time, and with concentration can achieve limited perception of past and future events in his general vicinity. The Surfer has demonstrated limited telepathic ability on occasion, and has proven able to influence human emotion and sensation.",Norrin Radd,,,//i.annihil.us/u/prod/marvel/i/mg/d/50/4c00393385563.jpg,
"",,,,,,,,,,,Deadpool (Deadpool),,"Deadpool possesses a superhuman healing factor derived from that of the mutant Wolverine that allows him to regenerate damaged or destroyed areas of his cellular structure at a rate far greater than that of an ordinary human. As such, he can regrow severed limbs or vital organs. The speed at which this healing factor works varies in direct proportion to the severity of the damage Deadpool suffers. This healing factor also affords Deadpool a virtual immunity to poisons and most drugs, as well as an enhanced resistance to diseases and an extended life span. Unlike Wolverine’s natural healing factor, Deadpool’s is mentally driven to a partial extent. Due to the presence of this superhuman healing ability, many of Deadpool's natural physical attributes have been enhanced. Deadpool's musculature generates considerably less fatigue toxins than the muscles of an ordinary human being, granting him superhuman levels of stamina in all physical activities. His natural strength, agility and reflexes have been enhanced to levels that are beyond the natural limits of the human body. Deadpool's agility and reaction time are superior to those of even the finest human athlete.",Wade Wilson,,,//i.annihil.us/u/prod/marvel/i/mg/2/f0/5239c232c227c.jpg,
"",,,,,,,,,,,Deadpool (LEGO Marvel Super Heroes),,"Deadpool possesses a superhuman healing factor derived from that of the mutant Wolverine that allows him to regenerate damaged or destroyed areas of his cellular structure at a rate far greater than that of an ordinary human. As such, he can regrow severed limbs or vital organs. The speed at which this healing factor works varies in direct proportion to the severity of the damage Deadpool suffers. This healing factor also affords Deadpool a virtual immunity to poisons and most drugs, as well as an enhanced resistance to diseases and an extended life span. Unlike Wolverine’s natural healing factor, Deadpool’s is mentally driven to a partial extent. Due to the presence of this superhuman healing ability, many of Deadpool's natural physical attributes have been enhanced. Deadpool's musculature generates considerably less fatigue toxins than the muscles of an ordinary human being, granting him superhuman levels of stamina in all physical activities. His natural strength, agility and reflexes have been enhanced to levels that are beyond the natural limits of the human body. Deadpool's agility and reaction time are superior to those of even the finest human athlete.",Wade Wilson,,,//i.annihil.us/u/prod/marvel/i/mg/a/a0/5239f9a8ee88d.jpg,
"",,,,,,,,,,,Rogue,,"Rogue is a mutant who formerly possessed the ability to absorb the memories, abilities, personality, and outward physical characteristics of other beings through skin-to-skin contact. Such transfers lasted for 60 times longer than the contact time, with extended contact resulting in the possibility of permanent absorption. No upper limit had been determined for the number of beings Rogue could simultaneously imprint. Upon absorbing another's memories, Rogue also gained any associated emotional responses. Rogue was typically able to control such emotions, however absorbing psyches more powerful than her own resulted in Rogue’s psyche being supplanted. After permanently absorbing the powers of Ms. Marvel, Rogue possessed an amalgamated mutant human/alien Kree physiology that granted her a degree of immunity to poisons, and a virtually indestructible body. Rogue also possessed Ms. Marvel's above normal reflexes and psychic ""seventh sense"" that enabled her to subconsciously anticipate an opponent’s moves. Whilst Rogue possessed Ms. Marvel's psyche, her ""double"" consciousness made her resistant to telepathic probes from even the most powerful mind readers. She also gained Ms. Marvel's incredible strength, and supersonic flight. After absorbing the powers of an alien Skrull, Rogue began to spontaneously reactivate previously absorbed abilities. Rogue could also tap into the residual psychic energy of those she had imprinted to determine their status and to relive past events from their perspective.  Recently, Rogue has seemingly permanently absorbed the fire-based powers of Sunfire.",Anna Marie (full name unrevealed),,,//i.annihil.us/u/prod/marvel/i/mg/3/10/5112d84e2166c.jpg,
"",,,,,,,,,,,Rogue (Age of Apocalypse),,"Rogue is a mutant who formerly possessed the ability to absorb the memories, abilities, personality, and outward physical characteristics of other beings through skin-to-skin contact. Such transfers lasted for 60 times longer than the contact time, with extended contact resulting in the possibility of permanent absorption. No upper limit had been determined for the number of beings Rogue could simultaneously imprint. Upon absorbing another's memories, Rogue also gained any associated emotional responses. Rogue was typically able to control such emotions, however absorbing psyches more powerful than her own resulted in Rogue’s psyche being supplanted. After permanently absorbing the powers of Ms. Marvel, Rogue possessed an amalgamated mutant human/alien Kree physiology that granted her a degree of immunity to poisons, and a virtually indestructible body. Rogue also possessed Ms. Marvel's above normal reflexes and psychic ""seventh sense"" that enabled her to subconsciously anticipate an opponent’s moves. Whilst Rogue possessed Ms. Marvel's psyche, her ""double"" consciousness made her resistant to telepathic probes from even the most powerful mind readers. She also gained Ms. Marvel's incredible strength, and supersonic flight. After absorbing the powers of an alien Skrull, Rogue began to spontaneously reactivate previously absorbed abilities. Rogue could also tap into the residual psychic energy of those she had imprinted to determine their status and to relive past events from their perspective.  Recently, Rogue has seemingly permanently absorbed the fire-based powers of Sunfire.",Anna Marie (full name unrevealed),,,//i.annihil.us/u/prod/marvel/i/mg/1/00/528d36d415498.jpg,
"",,,,,,,,,,,Rogue (X-Men: Battle of the Atom),,"Rogue is a mutant who formerly possessed the ability to absorb the memories, abilities, personality, and outward physical characteristics of other beings through skin-to-skin contact. Such transfers lasted for 60 times longer than the contact time, with extended contact resulting in the possibility of permanent absorption. No upper limit had been determined for the number of beings Rogue could simultaneously imprint. Upon absorbing another's memories, Rogue also gained any associated emotional responses. Rogue was typically able to control such emotions, however absorbing psyches more powerful than her own resulted in Rogue’s psyche being supplanted. After permanently absorbing the powers of Ms. Marvel, Rogue possessed an amalgamated mutant human/alien Kree physiology that granted her a degree of immunity to poisons, and a virtually indestructible body. Rogue also possessed Ms. Marvel's above normal reflexes and psychic ""seventh sense"" that enabled her to subconsciously anticipate an opponent’s moves. Whilst Rogue possessed Ms. Marvel's psyche, her ""double"" consciousness made her resistant to telepathic probes from even the most powerful mind readers. She also gained Ms. Marvel's incredible strength, and supersonic flight. After absorbing the powers of an alien Skrull, Rogue began to spontaneously reactivate previously absorbed abilities. Rogue could also tap into the residual psychic energy of those she had imprinted to determine their status and to relive past events from their perspective.  Recently, Rogue has seemingly permanently absorbed the fire-based powers of Sunfire.",Anna Marie (full name unrevealed),,,//i.annihil.us/u/prod/marvel/i/mg/3/10/52d72b4157a62.jpg,
"",,,,,,,,,,,Rogue (Ultimate),,"Rogue is a mutant who formerly possessed the ability to absorb the memories, abilities, personality, and outward physical characteristics of other beings through skin-to-skin contact. Such transfers lasted for 60 times longer than the contact time, with extended contact resulting in the possibility of permanent absorption. No upper limit had been determined for the number of beings Rogue could simultaneously imprint. Upon absorbing another's memories, Rogue also gained any associated emotional responses. Rogue was typically able to control such emotions, however absorbing psyches more powerful than her own resulted in Rogue’s psyche being supplanted. After permanently absorbing the powers of Ms. Marvel, Rogue possessed an amalgamated mutant human/alien Kree physiology that granted her a degree of immunity to poisons, and a virtually indestructible body. Rogue also possessed Ms. Marvel's above normal reflexes and psychic ""seventh sense"" that enabled her to subconsciously anticipate an opponent’s moves. Whilst Rogue possessed Ms. Marvel's psyche, her ""double"" consciousness made her resistant to telepathic probes from even the most powerful mind readers. She also gained Ms. Marvel's incredible strength, and supersonic flight. After absorbing the powers of an alien Skrull, Rogue began to spontaneously reactivate previously absorbed abilities. Rogue could also tap into the residual psychic energy of those she had imprinted to determine their status and to relive past events from their perspective.  Recently, Rogue has seemingly permanently absorbed the fire-based powers of Sunfire.",Anna Marie (full name unrevealed),,,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/531771d5927db.jpg,
"",,,,,,,,,,,Controller,,"Originally, the Controller had no superhuman powers, relying solely on his exoskeleton. Eventually, however, he developed the ability to first mentally control others and, later, to read their minds as well. His telepathic abilities have increased over time and from the absorption/use of the mental energies of his victims. When he utilized the mental energies of the psychic Sarah Jessup, the Controller could mentally dominate any of his victims without the need of slave discs or cybernetic systems.",Basil Sandhurst,,,//i.annihil.us/u/prod/marvel/i/mg/3/60/4c003923719ff.jpg,
Adam Warlock is an artificially created human who was born in a cocoon at a scientific complex called The Beehive.,,,,,,,,,,,Adam Warlock,,"Adam Warlock possesses a number of superhuman properties and powers derived from his artificially determined genetic structure. His bone and muscle tissue is denser than human, endowing him with superhuman strength and resilience. Among his body's special adaptations are an enclave of cells able to tap and transform cosmic energy for personal use. Warlock could use this energy to enhance his physical strength, endurance, and powers of recuperation. He could also employ cosmic energy to negate the force of gravity beneath him, enabling him to fly. In an Earth-like atmosphere, Warlock was able to attain the speed of sound (770 miles per hour). He could use his cosmic energy to locate and enter natural space-warps (discontinuities in the fabric of space) in order to traverse interstellar space. He can also project cosmic energy from his hands as concussive force. Warlock's energy-manipulating powers waned at the time he was given the soul-gem by the High Evolutionary. No longer could he direct concussive force from his hands or enhance his strength. Whether this power limitation was caused by his symbiotic relationship with the soul-gem or some other factor is not yet known. When Warlock was summoned from the soul-gem to defeat Thanos, he seemed to possess these cosmic powers once more.  He is is able to spin a cocoon around him at will in a matter of seconds. He did so infrequently during his short life, usually to protect himself from mortal harm, and usually he would emerge from the cocoon at a further level of physical or mental maturity. It is not known where the substance of the cocoon came from, or where it went after he emerged from it.",Adam Warlock,,,//i.annihil.us/u/prod/marvel/i/mg/a/f0/5202887448860.jpg,
"",,,,,,,,,,,The Stranger,,"The Stranger possesses cosmic and psionic power beyond human measurement. Whether he taps outside sources of cosmic energy or the energy is generated inside him is not known. He can employ his cosmic energies for a vast number of effects. He can project large amounts of cosmic energy with great concussive force. He can mentally manipulate the molecules of ordinary matter into other shapes with different properties. He can alter his own size, mass, and density to unknown limits at will (he has appeared at 6 feet in stature as well as 50 feet), or alter the size and mass of other objects and organisms. He can convert matter to an unknown form of energy and teleport it through space at hyper-light speeds. He can erect invisible force shields of great impermeability. Further, he can use cosmic energy to enhance his own physical powers, such as speed, strength, and endurance. He can mentally manipulate gravitons to allow himself to levitate. The extent of the Stranger’s extrasensory and psionic powers are unknown. The Stranger possesses several known limitations to his power. Among them: he cannot travel through time unaided, resurrect the dead, attain solar-system scale stature, or move planet-sized objects unaided. Due to the manner of his search for knowledge, it can be inferred that he is not omniscient, nor precognitive.",Unknown,,,//i.annihil.us/u/prod/marvel/i/mg/8/80/4c0030fd08ad6.jpg,
"",,,,,,,,,,,Nightcrawler,,"Nightcrawler is a mutant who can teleport by opening a portal into another dimension, travelling through it via an unconscious direction-finding sense, and returning to his own dimension. When teleporting, Nightcrawler leaves behind a small portion of the atmosphere of the other dimension that escapes with a muffled “bamf” sound and smells of brimstone. On returning, his power automatically displaces any extraneous liquids and gases. Nightcrawler can easily teleport north south along Earth's magnetic lines of force. However, teleporting east west against them or teleporting vertically is more difficult. Under optimal conditions, Nightcrawler can teleport 2 miles east west, 3 miles north south, and 2 miles vertically if he exerts himself. Nightcrawler's momentum is retained when teleporting, so he arrives with the same inertia he left with. He can reduce this by teleporting short distances in the opposite direction. Nightcrawler has a limited unconscious extrasensory ability that prevents him from teleporting into any area that he cannot see or has not seen in the past, as doing so runs the risk of injury or death by materializing partially or entirely within a solid object. Through practice, Nightcrawler has increased the mass he can teleport with him, though the limit to the amount of weight he can carry when teleporting and the distance over which he can teleport with such additional loads are unknown. Teleporting with Nightcrawler often leaves a passenger feeling weak and nauseous.  Nightcrawler is also able to cling to solid surfaces via his hands and feet. He can also render himself nigh-invisible in shadows by manipulating the ever-present portal to the dimension he teleports through so as to bend light around himself.",Kurt Wagner,,,//i.annihil.us/u/prod/marvel/i/mg/1/40/526034979bc98.jpg,
"",,,,,,,,,,,Quicksilver,,"Quicksilver possessed superhuman speed, and could travel on foot at speeds exceeding the speed of sound for hundreds of miles before tiring; he could ""fly"" for short distances by flapping his arms or ""vibrating"" his legs; he could also use his speed to create cyclones, dodge machine gun and laser fire, and run up walls and across water. When the High Evolutionary's Isotope E upgraded his powers, he did not know the true limits of his speed. Following the loss of his mutant nature, Quicksilver exposed himself to the Terrigen Mists, resulting in him now possessing the power to vibrate his atoms so quickly he travels forward in time. His molecular speed that he generates displaces him out of the mainstream time/space so that he is able to propel himself into the future. He can leap from thirty seconds to up to twelve days, and remain for several minutes to several hours before being recalled to his present time once his body tires, or he can return at will before his time is up. As he returns from his trip, he returns the exact moment he left so as to appear that he has been gone for half a nano-second. He is able to bring inorganic objects from the future back to his correct time, although it has yet been shown what would happen if he attempted to bring organic objects with him. These new powers are having an affect on his physical health. Each time he meets up with his future self (if indeed the person he meets is his future self), the future self looks more and more haggard.  After the incident on Genosha, Pietro continued to inhale the Mists of Terrigen and has apparently obtained the power, with the shards of the Mists in his hands, to restore other mutants’ powers.",Pietro Django Maximoff,,,//i.annihil.us/u/prod/marvel/i/mg/6/f0/53176ffc42f58.jpg,
